"study","profile","codec","rows","parquet_bytes","estimated_logical_bytes","workload","engine","median_seconds","min_seconds","max_seconds","relative_to_fastest","gpu_utilization_mean_percent","process_cpu_cores_mean","process_rss_peak_bytes","trials","correct"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_12","duckdb","0.587961095","0.583326616","0.601489459","1.4166221204298495","3.288888888888889","7.386311546797967","4295983104","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_12","polars-cpu","0.761614037","0.757376612","0.763569176","1.8350181690917453","21.535762483130906","7.7988112466009385","5249118208","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_12","polars-gpu","0.415044412","0.411507413","0.418559822","1.0","67.85253267973856","4.476897494477702","3555450880","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_2","cudf","0.236085183","0.236054217","0.236125218","1.4902755688679206","39.8974358974359","1.7429382094912793","2169135104","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_2","duckdb","0.195095396","0.194125683","0.19763998","1.231529647743341","55.81818181818181","7.075591282442162","3306897408","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_2","polars-cpu","0.293775643","0.286431697","0.295661957","1.8544436288971344","32.333333333333336","7.635903511092843","2994720768","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_2","polars-gpu","0.158417133","0.152190751","0.16413071","1.0","48.666666666666664","3.3093523529445235","2080743424","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_6","cudf","0.428019711","0.427356547","0.428998773","1.6372342894943086","48.84057971014493","1.8893494542793672","1512939520","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_6","duckdb","0.346717581","0.346111121","0.350953901","1.3262424551838463","35.70175438596491","7.430445980598376","1837731840","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_6","polars-cpu","0.478778502","0.459885472","0.493638679","1.8313936494086351","9.546666666666667","7.8001192037554175","3843448832","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","feature_width_6","polars-gpu","0.261428504","0.259539845","0.268519468","1.0","19.666666666666668","4.144242544852975","1781481472","3","True"
