run_id,profile,repetition,phase,step_order,workload,rows_in,rows_out,input_bytes,output_bytes,elapsed_ms,rows_per_second,peak_rss_bytes,snapshot_before,snapshot_after,correctness,details_json
bd040256-a81e-4536-b9a4-5ff6163f3de3,medium,4,measured,2,ingest_batch,11100000,11100000,253048554,1526622483,2180.994,5089421.83,241672192,357,360,True,"{""customers"":1000000,""managed_files"":16,""orders"":10000000,""products"":100000}"
bd040256-a81e-4536-b9a4-5ff6163f3de3,medium,4,measured,3,prepare_and_model,10000000,9999800,0,1507031323,6078.659,1645099.74,845598720,360,366,True,"{""accepted"":9999800,""daily_rows"":1800,""managed_files"":14,""quarantined"":200}"
bd040256-a81e-4536-b9a4-5ff6163f3de3,medium,4,measured,4,apply_incremental,500000,10249810,36795992,1527191376,4607.261,108524.35,879714304,366,372,True,"{""after_rows"":10249810,""before_rows"":9999800,""managed_files"":16,""operations"":{""delete"":50000,""insert"":300000,""update"":150000}}"
bd040256-a81e-4536-b9a4-5ff6163f3de3,medium,4,measured,5,process_events,20000000,19998000,3541329637,1527180044,9940.371,2011997.26,890867712,372,376,True,"{""accepted"":19998000,""managed_files"":16,""quarantined"":2000,""sessions"":2857143}"
bd040256-a81e-4536-b9a4-5ff6163f3de3,medium,4,measured,6,validate_quality,30250010,6,0,1527180044,1825.429,,460337152,376,377,True,"{""managed_files"":16,""metrics"":{""events_accepted"":19998000.0,""events_quarantined"":2000.0,""fact_revenue"":3853270241.04,""orders_accepted"":10249810.0,""orders_quarantined"":200.0,""sessions"":2857143.0}}"
bd040256-a81e-4536-b9a4-5ff6163f3de3,medium,4,measured,7,query_history,20249610,2,0,1527180044,313.905,64508638.59,198811648,377,377,True,"{""current_revenue"":3853270241.04,""current_rows"":10249810,""historical_revenue"":3782951586.66,""historical_rows"":9999800,""historical_snapshot"":366,""managed_files"":16}"
b8881f3b-da9d-4e8d-b442-f5ee9a8ebbff,medium,5,measured,1,generate_sources,0,31600000,0,3831174183,34791.599,908265.24,140296192,379,379,True,"{""changes"":500000,""customers"":1000000,""events"":20000000,""orders"":10000000,""products"":100000,""seed"":20260901}"
b8881f3b-da9d-4e8d-b442-f5ee9a8ebbff,medium,5,measured,2,ingest_batch,11100000,11100000,253048554,1527180044,2238.448,4958793.76,248041472,379,382,True,"{""customers"":1000000,""managed_files"":16,""orders"":10000000,""products"":100000}"
b8881f3b-da9d-4e8d-b442-f5ee9a8ebbff,medium,5,measured,3,prepare_and_model,10000000,9999800,0,1507077542,5976.995,1673081.6,844148736,382,388,True,"{""accepted"":9999800,""daily_rows"":1800,""managed_files"":14,""quarantined"":200}"
b8881f3b-da9d-4e8d-b442-f5ee9a8ebbff,medium,5,measured,4,apply_incremental,500000,10249810,36795992,1527181734,4939.543,101223.95,875446272,388,394,True,"{""after_rows"":10249810,""before_rows"":9999800,""managed_files"":16,""operations"":{""delete"":50000,""insert"":300000,""update"":150000}}"
b8881f3b-da9d-4e8d-b442-f5ee9a8ebbff,medium,5,measured,5,process_events,20000000,19998000,3541329637,1527225554,9951.318,2009784.09,887128064,394,398,True,"{""accepted"":19998000,""managed_files"":16,""quarantined"":2000,""sessions"":2857143}"
b8881f3b-da9d-4e8d-b442-f5ee9a8ebbff,medium,5,measured,6,validate_quality,30250010,6,0,1527225554,2119.898,,459079680,398,399,True,"{""managed_files"":16,""metrics"":{""events_accepted"":19998000.0,""events_quarantined"":2000.0,""fact_revenue"":3853270241.04,""orders_accepted"":10249810.0,""orders_quarantined"":200.0,""sessions"":2857143.0}}"
b8881f3b-da9d-4e8d-b442-f5ee9a8ebbff,medium,5,measured,7,query_history,20249610,2,0,1527225554,330.732,61226698.26,201691136,399,399,True,"{""current_revenue"":3853270241.04,""current_rows"":10249810,""historical_revenue"":3782951586.66,""historical_rows"":9999800,""historical_snapshot"":388,""managed_files"":16}"
e00c948e-8909-467a-9eb4-8ca4cfbeb411,medium,0,warmup,1,generate_sources,0,31600000,0,3831174183,32339.982,977118.66,140587008,269,269,True,"{""changes"":500000,""customers"":1000000,""events"":20000000,""orders"":10000000,""products"":100000,""seed"":20260901}"
e00c948e-8909-467a-9eb4-8ca4cfbeb411,medium,0,warmup,2,ingest_batch,11100000,11100000,253048554,375087704,2242.309,4950254.18,243412992,269,272,True,"{""customers"":1000000,""managed_files"":16,""orders"":10000000,""products"":100000}"
e00c948e-8909-467a-9eb4-8ca4cfbeb411,medium,0,warmup,3,prepare_and_model,10000000,9999800,0,870674788,5977.341,1672984.83,861114368,272,278,True,"{""accepted"":9999800,""daily_rows"":1800,""managed_files"":14,""quarantined"":200}"
