dataset_id,rows,features,input_gib,clusters,informative_features,cluster_scale,algorithm,engine,replications,load_seconds,explicit_transfer_seconds,fit_seconds,fit_seconds_min,fit_seconds_max,one_shot_fit_seconds,one_shot_fit_seconds_min,one_shot_fit_seconds_max,quality_metric,quality_value,peak_gpu_memory_gib,fit_energy_joules,fit_speedup_vs_cpu,one_shot_speedup_vs_cpu,quality_gap_vs_cpu
r100000-f16-c266220c3755,100000,16,0.0059604644775390625,16,8,3.0,xgboost,native_gpu,3,0.002371852009673603,0.00470373299322091,0.35572050701011904,0.3551344970037462,0.3559794199973112,0.3627416569943307,0.36221008200664073,0.36339143801887985,roc_auc,0.9896738338665321,0.82073974609375,7.597392950998239,1.0334166564890062,1.0207085755383283,-0.00023139714542119716
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,kmeans,accel,3,0.014689867006381974,0.0,0.08908609300851822,0.08481186899007298,0.08938811800908297,0.10364152600232046,0.09960088199295569,0.10407798501546495,adjusted_rand_score,0.8018598141907756,1.06097412109375,0.9373789986161427,6.467564863832556,5.730792703552204,-0.11193647752452185
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,kmeans,cpu,3,0.017778016001102515,0.0,0.5761700849980116,0.5751485579967266,0.5904678549995879,0.5939481009991141,0.5928702940000221,0.6084369650052395,adjusted_rand_score,0.9137962917152974,0.468994140625,4.039003764518275,1.0,1.0,0.0
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,kmeans,native_gpu,3,0.017692302993964404,0.04719245700107422,0.02339957599178888,0.023363394997431897,0.0234344839991536,0.08887223299825564,0.0882843359868275,0.08887268100806978,adjusted_rand_score,0.8429324341873438,0.86175537109375,0.3220035357657325,24.623099375826076,6.683168420115785,-0.07086385752795366
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,logistic_regression,accel,3,0.014365479000844061,0.0,0.028326120009296574,0.026173308011493646,0.04404942999826744,0.042684676009230316,0.04053878701233771,0.05894329799048137,roc_auc,0.9912556615855496,1.02581787109375,0.21751139476364187,2.8630498269034,2.310571760117706,-1.9488356572949783e-07
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,logistic_regression,cpu,3,0.017536432002088986,0.0,0.0810990929894615,0.08099320500332396,0.08234664700285066,0.09862600697670132,0.09852963700541295,0.1003783970081713,roc_auc,0.9912558564691153,0.468994140625,0.9616539779153972,1.0,1.0,0.0
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,logistic_regression,native_gpu,3,0.01830353900732007,0.046368704992346466,0.028261518004001118,0.0255050159903476,0.02885404600237962,0.09218848000455182,0.08977512099954765,0.09293376200366765,roc_auc,0.9912556872281241,0.92230224609375,0.0,2.8695943713278216,1.069830058721346,-1.6924099122128666e-07
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,pca,accel,3,0.014921195994247682,0.0,0.09723289300745819,0.0970220250019338,0.09876549699401949,0.11194322099618148,0.1118612600112101,0.1167104299966013,explained_variance_ratio_sum,0.276449978351593,1.01800537109375,1.3419657829371283,2.6645083880142746,2.4726451189656604,2.086162567138672e-07
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,pca,cpu,3,0.017710266998619772,0.0,0.25907785900926683,0.2590119910018984,0.2590855919988826,0.27679585899750236,0.27661774000443984,0.27685713999380823,explained_variance_ratio_sum,0.2764497697353363,0.468994140625,4.122202136152773,1.0,1.0,0.0
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,pca,native_gpu,3,0.01844728199648671,0.04739647799578961,0.012306021002586931,0.012061429995810613,0.012443722996977158,0.07748956997238565,0.07704390998696908,0.07814978099486325,explained_variance_ratio_sum,0.276449978351593,0.95355224609375,0.0,21.05293489705603,3.572040199682898,2.086162567138672e-07
